,S,I,X,R,D
299,6279852.998800013,25557.644960399994,25000.52289279999,235716.28466000003,6600.056089299979
300,6275080.29990001,25148.05208080003,24986.2332309,240772.1062000006,6741.618744499997
301,6270339.830799999,24787.972521100033,24932.45511389996,245785.53547000122,6881.995111899988
302,6265788.288799989,24312.305938399975,24848.19674109997,250757.5857999999,7021.212068200002
303,6261440.488899977,23730.345290700006,24725.033315400055,255673.61962000086,7158.861274399996
304,6257159.1164000165,23198.793639800024,24556.334635000003,260519.14064000084,7294.536293400002
305,6252937.128100008,22716.27805920001,24351.820661699945,265294.6787200004,7428.251174499973
306,6248767.101100003,22279.36860279998,24120.081774400027,270001.49066999974,7560.041214399981
307,6244645.903200008,21881.931867899963,23868.474629500066,274641.4355900001,7689.9600319000165
308,6240727.0531999795,21363.250175100016,23602.989509300012,279216.48484000016,7818.060461400015
309,6236868.206900024,20889.89320240003,23312.926220400044,283713.08708000026,7943.967473799997
310,6233222.660699998,20299.176206500037,23005.345963899956,288133.3707200003,8067.733919900003
311,6229653.676899986,19750.876220699993,22670.316090500026,292463.83937,8188.986667099993
312,6226157.903800014,19241.670059099957,22314.89486340001,296705.94243000017,8307.766243599983
313,6222728.290299981,18769.118122599994,21945.089219199985,300861.6198199995,8424.124705599981
314,6219360.865800004,18330.079658799994,21566.046463699986,304933.0330000005,8538.1245041
315,6216052.1142000165,17921.18760279995,21182.063851499985,308922.6563700003,8649.833351600024
316,6212802.084600003,17537.475390499985,20796.66790019995,312832.9536299995,8759.323007699988
317,6209603.825500017,17178.812763400045,20412.517006700007,316666.37862000027,8866.658863100023
318,6206455.538600002,16842.745833100023,20031.99362790013,320425.52787999995,8971.913871599998
319,6203358.90029999,16523.76219669998,19656.977594600045,324113.01451000024,9075.163830600031
320,6200307.346999993,16224.468078200016,19288.61675269999,327731.0671600002,9176.469988299978
321,6197300.9326000195,15940.516221900021,18928.19412330004,331282.3461099996,9275.905776700003
322,6194339.459700017,15669.234562299996,18576.42592239998,334769.25284000044,9373.538593900006
