Electoral Division,COUNTY,ED Latitude,ED Longitude,ED Area,Population,No. of Commuters
47293 - SKIBBEREEN RURAL,CORK,51.54429429,-9.29464725,33.572754,1300,687
47294 - SKIBBEREEN URBAN,CORK,51.54868173,-9.26775496,4.157405,2706,1378
47295 - SKULL,CORK,51.51391194,-9.54586803,17.057588,1053,537
47296 - SLIEVEREAGH,CORK,51.95625401,-9.21749067,47.350165,851,514
47297 - SPRINGFORT,CORK,52.3129842,-8.67287105,20.784352,617,359
47298 - St. MARY'S,CORK,51.91573137,-8.51367808,19.118183,5538,3349
47299 - STREAMHILL,CORK,52.27553736,-8.58437236,18.333586,94,52
47300 - TEADIES,CORK,51.75314185,-8.88931872,19.274537,915,531
47301 - TEERELTON,CORK,51.84307155,-8.987314,28.134999,593,403
47302 - TEMPLEBODAN,CORK,52.01888405,-8.21055858,29.818099,626,353
47303 - TEMPLEBREEDY,CORK,51.79285766,-8.3176796,12.896027,3778,2295
47304 - TEMPLEMARTIN,CORK,51.8003663,-8.79252126,30.559039,798,549
47305 - TEMPLEMARY,CORK,52.21687779,-8.74897627,18.283266,326,210
47306 - TEMPLEMICHAEL,CORK,51.78260388,-8.58888097,20.498841,741,497
47307 - TEMPLEMOLAGA,CORK,52.29328248,-8.37645831,17.821571,307,179
47308 - TEMPLENACARRIGA,CORK,51.970892,-8.16839796,26.027924,596,413
47309 - TEMPLEOMALUS,CORK,51.61289217,-8.82348933,17.681353,761,448
47310 - TIMOLEAGUE,CORK,51.64228449,-8.78662798,11.810951,740,417
47311 - TINCOORA,CORK,52.08937257,-8.86409195,18.205423,489,301
47312 - TOORMORE,CORK,51.51365273,-9.67468918,15.684777,186,84
47313 - TULLAGH,CORK,51.4900418,-9.34056799,18.207505,738,409
47314 - TULLYLEASE,CORK,52.30879491,-8.92634533,24.099977,407,241
47315 - ULLANES,CORK,51.95238532,-9.10368765,31.425627,597,385
47316 - WALLSTOWN,CORK,52.20960206,-8.51951297,16.011882,266,168
47317 - WARRENSCOURT,CORK,51.83572583,-8.8754958,26.469805,773,488
47318 - WATERGRASSHILL,CORK,52.02732247,-8.34261495,30.878156,1470,974
47320 - WHITECHURCH,CORK,51.96357827,-8.51496727,26.369255,3000,1935
47321 - WOODFORT,CORK,51.59380287,-9.24641799,19.046789,374,232
47322 - YOUGHAL RURAL,CORK,51.9544997,-7.88341075,17.185617,1264,786
47323 - YOUGHAL URBAN,CORK,51.94985931,-7.85879864,4.877081,7075,3697
47324 - MALLOW NORTH URBAN,CORK,52.13480722,-8.64385423,3.878162,6055,3361
47325 - BANDON,CORK,51.74667928,-8.73540723,0.836199,1997,1055
48001 - BALLINLOUGH A,CORK,51.89076219,-8.45846794,0.161706,786,437
48002 - BALLINLOUGH B,CORK,51.88618878,-8.44937045,0.48596,1757,1092
48003 - BALLINLOUGH C,CORK,51.88915242,-8.44378336,0.531294,1474,890
48004 - BALLYPHEHANE A,CORK,51.88333748,-8.47330929,0.114959,662,333
48005 - BALLYPHEHANE B,CORK,51.87964871,-8.47318616,0.425348,806,419
48006 - BISHOPSTOWN A,CORK,51.89214717,-8.52116303,1.629682,2223,1112
48007 - BISHOPSTOWN B,CORK,51.88238252,-8.53577381,0.962665,1934,997
48008 - BISHOPSTOWN C,CORK,51.88340625,-8.51944682,1.661514,4925,2281
48009 - BISHOPSTOWN E,CORK,51.8800062,-8.51000437,1.006143,3253,1924
48010 - BISHOPSTOWN D,CORK,51.87513209,-8.52829204,0.597712,1492,754
48011 - BLACKPOOL A,CORK,51.91224005,-8.46978514,0.154075,690,292
48012 - BLACKPOOL B,CORK,51.90634112,-8.46740193,0.523743,2185,1235
48013 - BROWNINGSTOWN,CORK,51.88257492,-8.43927772,0.361278,1044,612
48014 - CENTRE A,CORK,51.89786993,-8.46815824,0.335539,868,342
48015 - CENTRE B,CORK,51.89926458,-8.47682774,0.285227,2117,1159
48016 - CHURCHFIELD,CORK,51.90718586,-8.49200907,0.284809,1577,714
48017 - CITY HALL A,CORK,51.89435011,-8.46466457,0.209981,833,481
48018 - CITY HALL B,CORK,51.89502856,-8.45856148,0.285315,1191,795
48019 - COMMONS,CORK,51.9203441,-8.47909765,1.277731,963,443
48020 - EVERGREEN,CORK,51.89156037,-8.47156408,0.197208,1407,852
48021 - FAIR HILL A,CORK,51.908214,-8.4860279,0.147996,714,320
48022 - FAIR HILL B,CORK,51.91183891,-8.48708796,0.182376,746,260
48023 - FAIR HILL C,CORK,51.91863329,-8.48693761,0.835047,3610,1723
48024 - FARRANFERRIS A,CORK,51.91160979,-8.47596735,0.250097,2044,834
48025 - FARRANFERRIS B,CORK,51.91455494,-8.48144316,0.141989,928,363
48026 - FARRANFERRIS C,CORK,51.91064691,-8.48097507,0.314508,607,261
48027 - GURRANEBRAHER D,CORK,51.90357946,-8.48466968,0.084327,944,452
48028 - GILLABBEY A,CORK,51.89488594,-8.48269327,0.331622,2418,1298
48029 - GILLABBEY B,CORK,51.89289924,-8.48971962,0.259225,1103,541
48030 - GILLABBEY C,CORK,51.89167143,-8.50003786,0.419256,2198,1040
48031 - GLASHEEN A,CORK,51.88580333,-8.50339359,0.262595,813,524
48032 - GLASHEEN B,CORK,51.88835761,-8.49378585,0.143909,716,448
48033 - GLASHEEN C,CORK,51.8850906,-8.49364924,0.559064,2733,1361
48034 - GREENMOUNT,CORK,51.88989139,-8.47838892,0.287951,2066,1204
48035 - GURRANEBRAHER A,CORK,51.90369526,-8.49209678,0.081417,769,356
48036 - GURRANEBRAHER B,CORK,51.9020225,-8.49060121,0.073611,588,250
48037 - GURRANEBRAHER C,CORK,51.90312837,-8.48233068,0.127372,1053,427
48038 - GURRANEBRAHER E,CORK,51.90525426,-8.48479496,0.139591,1143,542
48039 - KNOCKNAHEENY,CORK,51.90857742,-8.50046743,1.196886,4044,1745
48040 - KNOCKREA A,CORK,51.89325481,-8.44419309,0.427327,1476,960
48041 - KNOCKREA B,CORK,51.89795939,-8.44483857,1.559838,1047,668
48042 - MAHON A,CORK,51.89529124,-8.41018615,1.91817,5066,3026
48043 - MAHON B,CORK,51.88691259,-8.41385794,3.10663,4937,2837
48044 - MAHON C,CORK,51.89094407,-8.42644438,0.976975,3272,1884
48045 - MARDYKE,CORK,51.89683873,-8.4936443,0.383124,840,440
48046 - MAYFIELD,CORK,51.91339641,-8.44061449,0.723642,2932,1248
48047 - MONTENOTTE A,CORK,51.90751749,-8.45271699,0.334459,1676,942
48048 - MONTENOTTE B,CORK,51.90965403,-8.43864249,0.752629,2437,1228
48049 - POULADUFF A,CORK,51.88493132,-8.4803971,0.163542,723,380
48050 - POULADUFF B,CORK,51.87938653,-8.47941715,0.500591,1675,770
48051 - SHANAKIEL,CORK,51.90118257,-8.50969601,1.317295,3638,2009
48052 - SHANDON A,CORK,51.90378696,-8.47562933,0.184408,1743,1002
48053 - SHANDON B,CORK,51.90268325,-8.47632277,0.105989,1401,682
48054 - SOUTH GATE A,CORK,51.89499583,-8.47069732,0.209134,2163,1325
48055 - SOUTH GATE B,CORK,51.89377988,-8.47679032,0.070209,956,557
48056 - St. PATRICK'S A,CORK,51.90202947,-8.46028095,0.435724,1611,824
48057 - St. PATRICK'S B,CORK,51.9044424,-8.46472771,0.25466,1162,600
48058 - St. PATRICK'S C,CORK,51.90653,-8.45859925,0.100045,856,460
48059 - SUNDAY'S WELL A,CORK,51.89818596,-8.49748306,0.344607,699,417
48060 - SUNDAY'S WELL B,CORK,51.90006325,-8.48447273,0.196724,892,522
48061 - THE GLEN A,CORK,51.91213324,-8.45739498,0.847966,2466,1039
48062 - THE GLEN B,CORK,51.91732946,-8.45928114,0.778152,3699,1966
48063 - THE LOUGH,CORK,51.88854783,-8.48509532,0.328394,1623,862
48064 - TIVOLI A,CORK,51.90557495,-8.44156659,1.053603,1667,941
48065 - TIVOLI B,CORK,51.90783551,-8.41215722,1.793062,2756,1497
48066 - TOGHER A,CORK,51.878645,-8.49262891,0.672191,2064,873
48067 - TOGHER B,CORK,51.88270559,-8.48639115,0.121755,701,305
48068 - TRAMORE A,CORK,51.88682689,-8.45945945,0.26722,793,471
48069 - TRAMORE B,CORK,51.8837069,-8.45062819,0.310076,1039,614
48070 - TRAMORE C,CORK,51.88025816,-8.4515015,1.184995,2966,1773
48071 - TURNER'S CROSS A,CORK,51.88911126,-8.46617269,0.184984,817,490
48072 - TURNER'S CROSS B,CORK,51.88790269,-8.47119647,0.170713,1196,664
48073 - TURNER'S CROSS C,CORK,51.88533838,-8.47179182,0.220609,773,428
48074 - TURNER'S CROSS D,CORK,51.88192847,-8.46642971,0.259198,471,238
57001 - ALTNAPASTE,DONEGAL,54.78408826,-7.95516413,75.710419,398,190
57002 - ANNAGARY,DONEGAL,55.02396278,-8.33457828,42.834193,2196,1060
57003 - ARAN,DONEGAL,54.98955936,-8.53093653,18.072738,469,160
57004 - ARDARA,DONEGAL,54.75223664,-8.34928223,36.682411,1175,588
57005 - ARDMALIN,DONEGAL,55.38531602,-7.31116444,29.276697,720,363
57006 - ARDS,DONEGAL,55.1625199,-7.90608254,21.365416,723,347
57007 - BALLINTRA,DONEGAL,54.59442343,-8.06450788,40.325098,669,356
57008 - BALLINTRA,DONEGAL,54.56496473,-8.15536488,29.091293,687,353
57009 - BALLYLIFFIN,DONEGAL,55.26695379,-7.35722342,32.040712,1381,750
57010 - BALLYARR,DONEGAL,55.04617642,-7.70350504,16.084869,643,357
57011 - BALLYMACOOL,DONEGAL,54.94346795,-7.78828355,18.624626,2332,1444
57012 - BALLYSHANNON URBAN,DONEGAL,54.50133417,-8.19172122,3.578291,1770,768
57013 - BALLYSHANNON RURAL,DONEGAL,54.52058542,-8.18669887,37.909166,1629,907
57014 - BINBANE,DONEGAL,54.72512931,-8.21340869,46.91827,165,75
57015 - BIRDSTOWN,DONEGAL,55.07357826,-7.3635217,23.963408,1312,694
57016 - BONNYGLEN,DONEGAL,54.68771609,-8.28594216,23.748326,399,224
57017 - BUNCRANA RURAL,DONEGAL,55.1356753,-7.41477473,30.294321,3836,2156
57018 - BUNCRANA URBAN,DONEGAL,55.13347803,-7.45682465,4.668426,3396,1592
57019 - BUNDORAN RURAL,DONEGAL,54.48444342,-8.24746206,22.069485,997,559
57020 - BUNDORAN URBAN,DONEGAL,54.48005222,-8.28363159,3.931129,1718,753
57021 - BURT,DONEGAL,55.03000449,-7.44250875,38.799796,1310,694
57022 - CARNDONAGH,DONEGAL,55.23940129,-7.30038578,39.940489,2339,1198
57023 - CARRICKART,DONEGAL,55.15365066,-7.7949734,24.483911,895,431
57024 - CARRICKBOY,DONEGAL,54.48326755,-8.14209004,14.977737,374,195
57025 - CARROWKEEL,DONEGAL,55.15469352,-7.63315226,28.233351,832,469
57026 - CARTHAGE,DONEGAL,55.32037242,-7.19990728,24.687491,886,415
57027 - CASTLECARY,DONEGAL,55.19755769,-7.08488918,20.526734,705,381
57028 - CASTLEFINN,DONEGAL,54.82099645,-7.61125244,24.576715,1226,584
57029 - CASTLEFORWARD,DONEGAL,54.99480445,-7.48579248,22.775058,1356,781
57030 - CASTLEWRAY,DONEGAL,54.98334175,-7.66880608,22.298029,3477,2313
57031 - CAVANGARDEN,DONEGAL,54.54529012,-8.08712735,36.026915,437,213
57032 - CHURCH HILL,DONEGAL,54.95703925,-7.98552543,66.151045,379,222
57033 - CLIFF,DONEGAL,54.51058488,-8.08472717,21.930003,254,140
57034 - CLOGHAN,DONEGAL,54.85304014,-7.96125872,90.666383,925,507
57035 - CLOGHARD,DONEGAL,54.76924846,-7.62765991,21.554727,653,362
57036 - CLOGHER,DONEGAL,54.69010738,-7.9910928,35.393638,848,544
57037 - CLONLEIGH NORTH,DONEGAL,54.86289847,-7.51433789,27.572392,1374,668
57038 - CLONLEIGH SOUTH,DONEGAL,54.82556152,-7.52748434,23.448761,2173,986
57039 - CONVOY,DONEGAL,54.85832993,-7.70568493,42.739978,2420,1249
57040 - CORKERMORE,DONEGAL,54.68210532,-8.35667808,25.872963,310,161
57041 - CORRAVADDY,DONEGAL,54.9132902,-7.76865667,23.409807,1598,1090
57042 - CRANFORD,DONEGAL,55.1469289,-7.72889797,27.659476,575,287
57043 - CREENASMEAR,DONEGAL,55.10844214,-7.97378464,33.825155,277,135
57044 - CREESLOUGH,DONEGAL,55.10479678,-7.92583569,21.826284,740,360
57045 - CROSS ROADS,DONEGAL,55.08919867,-8.0345296,94.188729,1952,857
57046 - CROVEHY,DONEGAL,54.95414053,-8.26373087,39.094989,155,74
57047 - CROWKEERAGH,DONEGAL,54.68889742,-8.54973912,37.383932,120,58
57048 - CROWNARAD,DONEGAL,54.66028924,-8.49338606,17.768842,350,207
57049 - CULDAFF,DONEGAL,55.28227083,-7.18758488,26.001034,935,465
57050 - DAWROS,DONEGAL,54.82271453,-8.47716998,37.573366,635,344
57051 - DESERTEGNY,DONEGAL,55.19496922,-7.49642744,30.663067,713,363
57052 - DOE CASTLE,DONEGAL,55.11514518,-7.87135456,14.684954,227,132
57053 - DONEGAL,DONEGAL,54.66043624,-8.13131578,31.470713,4027,2146
57054 - DOOCHARRY,DONEGAL,54.94186555,-8.17399689,43.091807,88,34
57055 - DOOISH,DONEGAL,54.77141541,-7.87706273,21.161524,1071,615
57056 - DUNAFF,DONEGAL,55.25806684,-7.48610858,27.277212,688,336
57057 - DUNFANAGHY,DONEGAL,55.18327545,-8.01086172,39.508733,925,442
57058 - DUNGLOW,DONEGAL,54.95675895,-8.34003649,36.215922,1886,930
57059 - DUNKINEELY,DONEGAL,54.62453507,-8.40251342,21.296272,899,473
57060 - DUNLEWY,DONEGAL,55.04246513,-8.09077821,92.536585,693,351
57061 - EANYMORE,DONEGAL,54.70429926,-8.19032911,28.012718,517,301
57062 - EDENACARNAN,DONEGAL,54.99412653,-7.79221732,27.342164,1657,1054
57063 - FAHAN,DONEGAL,55.08385402,-7.42637033,29.792244,1697,839
57064 - FANAD NORTH,DONEGAL,55.24519588,-7.67143929,31.503317,520,246
57065 - FANAD WEST,DONEGAL,55.21327532,-7.75155426,24.04948,395,171
57066 - FEDDYGLASS,DONEGAL,54.88641924,-7.52409625,19.091271,457,284
57067 - FIGART,DONEGAL,54.87431388,-7.62112203,18.744745,1031,553
57068 - FINTOWN,DONEGAL,54.89068582,-8.08162018,33.071836,280,166
57069 - GARTAN,DONEGAL,55.02164218,-7.95380352,62.393117,186,98
57070 - GLEN,DONEGAL,55.12372648,-7.80750713,26.205466,241,113
57071 - GLENALLA,DONEGAL,55.08522546,-7.63739233,23.475335,494,293
57072 - West Donegal,DONEGAL,54.66704841,-8.66637231,45.189942,738,390
57073 - GLENEELY,DONEGAL,55.23591801,-7.16545492,40.908191,827,432
57074 - GLENEELY,DONEGAL,54.75364419,-7.71731002,60.064594,1570,930
57075 - GLENGESH,DONEGAL,54.74538172,-8.4801176,38.964093,666,339
57076 - GLENLEHEEN,DONEGAL,54.88265526,-8.16581326,85.284825,158,80
57077 - GLENEGANON,DONEGAL,55.23529586,-7.21677819,20.54122,730,405
57078 - GLENTIES,DONEGAL,54.79845489,-8.28965768,84.295543,1443,736
57079 - GLENTOGHER,DONEGAL,55.20020897,-7.27365853,41.915537,1184,532
57080 - GOLAND,DONEGAL,54.74577195,-7.87033028,42.268867,372,218
57081 - GORTAHORK,DONEGAL,55.1186972,-8.17657207,53.997214,1608,703
57082 - GORTNAVERN,DONEGAL,55.0008696,-7.7249091,12.66383,1191,802
57083 - GRAFFY,DONEGAL,54.8122907,-8.14132431,81.180253,157,62
57084 - GREENCASTLE,DONEGAL,55.23443615,-6.98904335,33.852881,1016,543
57085 - GREENFORT,DONEGAL,55.21143763,-7.65947439,15.236041,299,136
57086 - GROUSEHALL,DONEGAL,54.60866436,-7.75824226,25.479005,75,35
57087 - HAUGH,DONEGAL,54.70041545,-8.10694364,15.822455,226,146
57088 - ILLIES,DONEGAL,55.16710104,-7.36681283,48.77278,865,483
57089 - INCH ISLAND,DONEGAL,55.06568509,-7.48865906,13.857927,461,192
57090 - INISHKEEL,DONEGAL,54.74379534,-8.54193458,44.991442,90,37
57091 - INVER,DONEGAL,54.6677553,-8.31151689,24.189216,755,421
57092 - KILCAR,DONEGAL,54.64944325,-8.60470331,16.483957,677,393
57093 - KILDERRY,DONEGAL,55.08425161,-7.29797167,30.823093,2089,1179
57094 - KILGOLY,DONEGAL,54.73826946,-8.68234768,53.519418,345,154
57095 - KILLEA,DONEGAL,54.97416816,-7.45821484,31.795553,1793,989
57096 - KILLYBEGS,DONEGAL,54.6434682,-8.44170793,30.097539,2293,1210
57097 - KILLYGARVAN,DONEGAL,55.12242504,-7.5851617,12.47749,102,60
57098 - KILLYGORDON,DONEGAL,54.80997279,-7.67354508,22.115169,1128,606
57099 - KILLYMASNY,DONEGAL,54.92399667,-7.84342657,25.87842,521,313
57100 - KILMACRENAN,DONEGAL,55.03232504,-7.77579897,18.206564,1491,848
57101 - KINCRAIGY,DONEGAL,54.92026527,-7.62125228,31.250272,1026,593
57102 - KNOCK,DONEGAL,54.75943111,-7.79086568,24.571255,1809,1056
57103 - KNOCKALLA,DONEGAL,55.15489492,-7.58558703,17.588063,282,146
57104 - LAGHY,DONEGAL,54.62852605,-8.01785067,43.086181,792,440
57105 - LARGYMORE,DONEGAL,54.63222613,-8.56597152,22.430516,557,302
57106 - LETTERKENNY RURAL,DONEGAL,54.95923246,-7.73558048,13.214457,11398,6157
57107 - LETTERKENNY URBAN,DONEGAL,54.95010659,-7.73459109,1.596556,2199,1038
57108 - LETTERMACAWARD,DONEGAL,54.88196272,-8.30065152,42.386126,636,275
57109 - LETTERMORE,DONEGAL,54.87388555,-7.83197853,39.086358,414,236
57110 - LOUGH EASK,DONEGAL,54.72815287,-8.06253533,53.094207,289,93
57111 - LOUGHKEEL,DONEGAL,55.07190706,-7.76509061,24.151319,303,178
57112 - MAAS,DONEGAL,54.81651558,-8.40192657,32.050725,287,169
57113 - MAGHERABOY,DONEGAL,54.93163894,-7.67994422,28.649525,1720,1040
57114 - MAGHERACLOGHER,DONEGAL,55.0360199,-8.26719134,98.625305,2750,1284
57115 - MAGHERY,DONEGAL,54.92273227,-8.37649088,43.314331,761,402
57116 - MALIN,DONEGAL,55.32348457,-7.27837862,27.924949,668,335
57117 - MALINBEG,DONEGAL,54.67829008,-8.75968613,33.698968,376,167
57118 - MANORCUNNINGHAM,DONEGAL,54.97139471,-7.60012163,16.629475,1214,684
57119 - MEENACLADY,DONEGAL,55.17861179,-8.26993897,40.859289,1288,542
57120 - MEENCARGAGH,DONEGAL,54.90832868,-7.95869443,30.700193,127,71
57121 - MILLFORD,DONEGAL,55.09915383,-7.70716245,28.588848,1613,857
57122 - MINTIAGHS,DONEGAL,55.19351565,-7.40534132,30.54145,866,481
57123 - MOVILLE,DONEGAL,55.20960514,-7.03462199,18.319055,2366,1245
57124 - MULMOSOG,DONEGAL,54.72355438,-8.38130361,23.359157,214,112
57125 - NEWTOWN CUNNINGHAM,DONEGAL,54.98835595,-7.54502365,20.023312,996,564
57126 - PETTIGOE,DONEGAL,54.59057572,-7.84881525,49.128107,390,187
57127 - RAPHOE,DONEGAL,54.85878,-7.5948872,14.081456,1466,692
57128 - RATHMELTON,DONEGAL,55.03635494,-7.63412863,39.563963,2409,1354
57129 - RATHMULLAN,DONEGAL,55.11283202,-7.56248465,18.017607,852,429
57130 - REDCASTLE,DONEGAL,55.17633688,-7.16135767,29.49271,935,498
57131 - ROSGUILL,DONEGAL,55.21614997,-7.82793295,21.802317,867,401
57132 - ROSNAKILL,DONEGAL,55.19550539,-7.68014487,11.113944,260,139
57133 - RUTLAND,DONEGAL,55.01030114,-8.40320069,35.307135,1440,645
57134 - SEACOR,DONEGAL,54.92673511,-7.96567474,24.058754,94,53
57135 - St. JOHNSTOWN,DONEGAL,54.91480135,-7.48404111,23.456419,1343,622
57136 - STRAID,DONEGAL,55.25186238,-7.42231323,35.623526,1288,643
57137 - STRANORLAR,DONEGAL,54.82131466,-7.79149632,41.333747,4524,2248
57138 - TANTALLON,DONEGAL,54.63795833,-8.23551625,30.19642,1634,938
57139 - TAWNAWULLY,DONEGAL,54.72443396,-7.99467498,34.113027,323,179
57140 - TEMPLECARN,DONEGAL,54.5949946,-7.92874512,79.892282,123,71
57141 - TEMPLEDOUGLAS,DONEGAL,54.98101021,-7.86836353,37.097639,985,651
57142 - TERMON,DONEGAL,55.05057842,-7.85764673,44.84238,512,336
57143 - THREE TREES,DONEGAL,55.11787173,-7.27146404,28.413259,675,388
57144 - TIEVESKEELTA,DONEGAL,54.68825595,-8.44336294,21.088965,120,60
57145 - TREANTAGHMUCKLAGH,DONEGAL,54.93586331,-7.54178192,25.783854,802,452
57146 - TULLYNAUGHT,DONEGAL,54.64867627,-8.02239882,35.249028,609,366
57147 - TURMONE,DONEGAL,55.25679936,-7.07970102,25.889737,296,133
57148 - URNEY WEST,DONEGAL,54.76940769,-7.57695844,19.295777,606,328
57149 - WHITECASTLE,DONEGAL,55.14869379,-7.2317791,28.979284,1001,586
67001 - ABBEY EAST,GALWAY,53.42566436,-8.70113977,21.820019,632,365
67002 - ABBEY WEST,GALWAY,53.43337979,-8.75840397,16.077449,775,460
67003 - ABBEYGORMACAN,GALWAY,53.20825463,-8.35571415,26.614191,411,230
67004 - ABBEYVILLE,GALWAY,53.07912925,-8.33206706,18.774282,270,157
67005 - ADDERGOOLE,GALWAY,53.63938141,-8.84104328,24.903797,547,292
67006 - AHASCRAGH,GALWAY,53.40226043,-8.28533573,33.426574,605,367
67007 - AILLE,GALWAY,53.14377067,-8.61305295,32.584061,385,241
67008 - ANNAGH,GALWAY,53.39680593,-8.44214316,23.06424,369,223
67009 - ANNAGHDOWN,GALWAY,53.38075189,-9.04782557,47.7687,1876,1232
67010 - ANNAGHDOWN,GALWAY,53.41354998,-8.9511865,22.481894,1372,909
67011 - ARDAMULLIVAN,GALWAY,53.01432885,-8.78208282,41.823502,607,339
67012 - ARDRAHAN,GALWAY,53.15478221,-8.79965454,9.79773,573,334
67013 - ATHENRY,GALWAY,53.2973292,-8.72925016,25.427073,5470,3319
67014 - AUGHRIM,GALWAY,53.31668415,-8.78781979,33.521453,1296,896
67015 - AUGHRIM,GALWAY,53.31735452,-8.34079328,24.77449,576,340
67016 - BALLINASLOE RURAL,GALWAY,53.32782297,-8.27319153,19.079095,573,348
67017 - BALLINASLOE URBAN,GALWAY,53.32930368,-8.22477359,17.084957,6660,3218
67018 - BALLINASTACK,GALWAY,53.64503681,-8.55222143,16.713039,332,185
67019 - BALLINDERRY,GALWAY,53.44946376,-8.84130701,12.945668,500,302
67020 - BALLINDUFF,GALWAY,53.43442847,-9.04254199,14.846173,738,472
67021 - BALLINTEMPLE,GALWAY,53.29810596,-8.97936704,15.091008,1472,999
67022 - BALLYCAHALAN,GALWAY,53.06840097,-8.70627532,29.9315,217,130
67023 - BALLYGLASS,GALWAY,53.08791125,-8.31159364,14.122961,176,95
67024 - BALLYMACWARD,GALWAY,53.3739794,-8.49993789,17.468044,310,160
67025 - BALLYMOE,GALWAY,53.6900574,-8.48167812,21.780999,414,227
67026 - BALLYNACOURTY,GALWAY,53.22505563,-8.98108062,15.790079,1178,795
67027 - BALLYNAGAR,GALWAY,53.07616708,-8.39759798,23.310532,192,104
67028 - BALLYNAKILL,GALWAY,53.50408687,-8.47604672,33.636912,611,335
67029 - BALLYNAKILL,GALWAY,53.54752171,-9.95784347,46.39298,439,249
67030 - BALLYNAKILL,GALWAY,53.63806246,-8.41316835,29.814707,379,218
67031 - BALLYNAPARK,GALWAY,53.43748434,-8.80398863,20.577205,1080,674
67032 - BARNA,GALWAY,53.28115776,-9.14126332,23.191875,3727,2478
67033 - BEAGH,GALWAY,53.02066141,-8.8577214,35.825701,705,430
67034 - BEAGHMORE,GALWAY,53.52267111,-9.00608282,18.73005,366,225
67035 - BELCLARE,GALWAY,53.53396857,-8.9338361,24.855674,753,493
67036 - BELLEVILLE,GALWAY,53.36054238,-8.78478132,20.945368,620,370
67037 - BENCORR,GALWAY,53.4911409,-9.81563503,107.04663,226,68
67038 - BOYOUNAGH,GALWAY,53.63364246,-8.60748389,15.825494,253,140
67039 - BRACKLAGH,GALWAY,53.17018822,-8.41277442,27.335947,464,286
67040 - BULLAUN,GALWAY,53.2372788,-8.53107355,13.612721,299,181
67041 - BUNOWEN,GALWAY,53.40980023,-10.06163758,29.794694,413,185
67042 - CAHERMORE,GALWAY,53.12244583,-8.8583019,21.792669,525,364
67043 - CALTRA,GALWAY,53.441635,-8.44194194,15.149753,365,250
67044 - CAMUS,GALWAY,53.34861539,-9.54349188,35.901871,316,134
67045 - CAPPALUSK,GALWAY,53.36103828,-8.59215726,29.924518,384,267
67046 - CAPPARD,GALWAY,53.09241802,-8.69188075,14.318986,99,55
67047 - CARNMORE,GALWAY,53.32171538,-8.91900036,19.30944,2577,1833
67048 - CARROWBROWNE,GALWAY,53.32753939,-9.01604456,14.427088,984,590
67049 - CARROWNAGUR,GALWAY,53.59864552,-8.69999496,29.752899,441,278
67050 - CARROWREVAGH,GALWAY,53.55418294,-8.78255426,20.564906,438,252
67051 - CASTLEBLAKENEY,GALWAY,53.43520062,-8.48175051,14.900045,528,331
67052 - CASTLEBOY,GALWAY,53.13246109,-8.69208777,24.774123,537,341
67053 - CASTLEFFRENCH,GALWAY,53.47354145,-8.35044283,34.45887,522,315
67054 - CASTLETAYLOR,GALWAY,53.16777655,-8.81785437,15.155683,630,428
67055 - CLAREGALWAY,GALWAY,53.35539612,-8.99930929,27.257963,2124,1377
67056 - CLARETUAM,GALWAY,53.47991612,-8.90973395,29.309822,1059,598
67057 - CLARINBRIDGE,GALWAY,53.22703521,-8.9249838,29.067371,3547,2462
67058 - CLEGGAN,GALWAY,53.55210702,-10.07655837,19.179245,279,138
67059 - CLIFDEN,GALWAY,53.50192725,-10.07247198,34.686345,2159,1053
67060 - CLONBERN,GALWAY,53.54837586,-8.70570582,25.691934,363,233
67061 - CLONBROCK,GALWAY,53.40613104,-8.37264538,33.631152,580,355
67062 - CLONFERT,GALWAY,53.23049416,-8.07882893,31.188097,420,218
67063 - CLONTUSKERT,GALWAY,53.26719217,-8.2614784,17.985475,218,103
67064 - CLOONBUR,GALWAY,53.53782349,-9.38305735,59.421627,1120,513
67065 - CLOONKEEN,GALWAY,53.53720352,-8.42824287,21.175364,305,155
67066 - CLOONKEEN,GALWAY,53.31445065,-8.64539931,20.848411,469,302
67067 - CLOONKEEN,GALWAY,53.54167532,-8.62139418,20.435422,461,241
67068 - COLMANSTOWN,GALWAY,53.39249747,-8.59684225,9.893673,131,84
67069 - CONG,GALWAY,53.51448535,-9.39999305,92.070464,517,276
67070 - COOLOO,GALWAY,53.46911011,-8.62585055,27.885942,532,362
67071 - COOS,GALWAY,53.00126947,-8.39868496,35.543678,105,35
67072 - CRAUGHWELL,GALWAY,53.22935299,-8.7347528,24.001399,1764,1197
67073 - CREGGS,GALWAY,53.58465907,-8.40898818,33.681672,362,198
67074 - CRUMPAUN,GALWAY,53.28927894,-9.57243005,34.628223,2472,1273
67075 - CUMMER,GALWAY,53.44943572,-8.89176064,15.550801,1151,710
67076 - CUR,GALWAY,53.51585648,-9.59204865,45.531507,172,75
67077 - CURRAGHMORE,GALWAY,53.55754594,-8.48986373,20.482004,166,94
67078 - Crump Island,GALWAY,53.57589074,-9.85804095,64.351073,318,101
67079 - DEERPARK,GALWAY,53.38094619,-8.82199313,18.485748,1413,837
67080 - DERREW,GALWAY,53.19931239,-8.25881744,15.121646,169,88
67081 - DERRYCUNLAGH / DERRYLEA,GALWAY,53.46373624,-9.94726227,77.791253,313,187
67082 - DERRYGLASSAUN,GALWAY,53.41905474,-8.60848387,28.197195,862,553
67083 - DERRYLAUR,GALWAY,53.06763613,-8.60441002,40.805171,105,61
